Relation Phrase,Cluster ID
implement,2052
implement by,2052
have helped to alleviate,2053
alleviates impact on,2053
for implementation of,2054
implementation of,2054
have implemented,2055
implemented on,2055
implemented at,2055
implemented by,2055
implemented,2055
implemented as,2055
implemented in,2055
was implemented for,2055
oppose,2056
opposing,2056
against,2056
assumes reaction of,2057
assumes reaction to,2057
from rising,2058
Rising Until,2058
expected to average in 2023,2059
expected to average in 2022,2059
expected to average in 2024,2059
strong increase in,2060
with strong increase,2060
experienced the strongest increase in,2061
experience strongest increases in,2061
aimed to minimise,2062
intends to minimise,2062
focus on minimising,2062
explains how stimulus is transmitted from,2063
transmitted stimulus to,2063
stimulus transmitted via,2063
end on,2064
ended in,2064
ends as,2064
ended,2064
end in,2064
ends on,2064
ends in,2064
ends,2064
ended at,2064
ended on,2064
ends with,2064
decrease reflected by,2065
reduction reflects,2065
at the end of,2066
at end of,2066
to the end of,2066
end of,2066
by the end of,2067
by end of,2067
expects to discontinue,2068
expected to discontinue,2068
facilitate,2069
facilitating,2069
particularly by facilitating,2069
facilitates,2069
aims to facilitate,2069
is facilitated by,2070
facilitated,2070
will be phased out by,2071
expected to be phased out,2071
phased out from,2072
phased out by,2072
was phased out on,2072
severity less than,2073
may be less severe due to,2073
expected limited impact,2074
expected to have limited impact on,2074
understand exposure to,2075
Expose to,2075
expose,2075
more exposed to,2075
exposed to,2075
exposed,2075
Exposure to,2075
particular exposure to,2075
reduced exposure to,2076
reduces exposure,2076
reduces sensitivity to,2077
reduce sensitivity to,2077
less impacted than,2078
affected less by,2078
less affected by,2078
impact is smaller,2078
less affected than,2078
decreased impact on,2078
impacts less,2078
less affected compared to,2078
less affected due to,2078
less affected,2078
less effect than,2078
less exposed to,2079
less prone to,2079
Less vulnerable to,2079
less sensitive to,2080
sensitivity to,2080
more sensitive to,2080
has become more sensitive to,2080
sensitive to,2080
is useful for,2081
useful at,2081
useful for,2081
useful to,2081
beneficial for,2082
beneficial to,2082
is considered beneficial by,2082
could fall more than,2083
falls by more than,2083
could fall to,2083
falls by less than,2083
limit risk,2084
limits risk of,2084
raise growth potential of,2085
raises growth potential of,2085
revised down time,2086
revised up time,2086
main risk,2087
primary risks,2087
main risk relates to,2087
main risk is,2087
major risk to,2087
reported concerns,2088
reported concern about,2088
could jeopardize,2089
jeopardized by,2089
heightened concerns about,2090
increased concerns about,2090
more concerned than,2091
more concerned about,2091
threatened by,2092
threatened,2092
concerns over,2093
has raised concerns,2093
raises concerns about,2093
have raised concerns about,2093
raised concerns around,2093
greater risk increase than,2094
higher risk increase than,2094
greater risk increase under,2094
concern because of,2095
concern due to,2095
is concerned with,2096
concern of,2096
concerned with,2096
concerned about,2096
concerned by,2096
face risks from,2097
faces risk of,2097
face risks,2097
suggests risks for,2098
suggests risk to,2098
implies risk of,2098
increased risks to,2099
increased risks in,2099
has increased risk of,2100
increases risk of,2100
increases risk,2100
increases risk for,2100
cumulative increase by,2101
expected cumulative increase between,2101
not fully reflected in,2102
does not fully reflect,2102
does not reflect,2103
not reflected in,2103
may not reflect,2103
pose a threat to,2104
threat to,2104
for accessing,2105
requirement for accessing,2105
need access to,2105
has access to,2105
requires access to,2105
had access to,2105
access,2105
access to,2105
in access to,2105
risk,2106
Risk,2106
Risk Posed To,2107
posed risks to,2107
has risks considered to be,2108
are considered risks to,2108
considered a risk to,2108
could pose risks to,2109
may pose risks to,2109
at risk of,2110
at risk due to,2110
had real GDP difference from,2111
real GDP growth in,2111
had real GDP growth in,2111
to real GDP in year,2111
real GDP level compared to,2111
real GDP percentage change compared to,2111
real GDP decrease compared to,2111
real GDP growth relative to,2111
poses risk to,2112
poses risks to,2112
poses a risk to,2112
pose risk to,2113
Pose risk,2113
pose risks to,2113
risk in,2114
risks for,2114
risk for,2114
risks in,2114
is risk for,2114
risks include,2114
risk to,2114
risk of,2114
is a risk to,2114
risks from,2114
risks related to,2115
risks relate to,2115
associated risks,2115
risks associated with,2115
associated with risks,2115
Risk associated with,2115
is type of,2116
type,2116
is a type of,2116
type is,2116
type of,2116
has types,2117
has type,2117
has classifications,2117
have types,2117
production decline duration,2118
production decline end,2118
less pronounced relationship,2119
less pronounced in,2119
more pronounced in,2119
less pronounced compared to,2119
signalled,2120
signaled in,2120
signaled by,2120
signalled by,2120
could be signaled by,2120
signaled before,2120
provides signal about,2121
gives signal of,2121
Signal by,2122
signals for,2122
signal for,2122
signal of,2122
contributes to difference,2123
contributes to change,2123
contributes to changes during,2123
signals,2124
signals are,2124
Signal,2125
signal,2125
reported impact on,2126
reported impact was,2126
timing of revision,2127
revision period,2127
revision time span end,2127
revision time span start,2127
publish under,2128
published under,2128
became more expensive to,2129
becoming more expensive for,2129
become more expensive for,2129
has become more expensive for,2129
increasingly pricing in,2130
increasingly pricing in location,2130
beginning time,2131
start time,2131
publishes,2132
published,2132
publish,2133
to publish,2133
published in,2134
published at,2134
Published in,2134
was published in,2134
published on,2134
was published by,2135
published by,2135
allocating to,2136
started allocating,2136
allocates from,2136
allocated through,2137
allocated for,2137
allocation of,2137
allocated in,2137
allocated to,2137
allocated across,2137
allocated funding,2138
allotted amount,2138
amount allocated,2138
Part of,2139
Part Of,2139
part of,2139
is part of,2139
are part of,2139
obtained,2140
obtained by,2140
obtained via,2140
obtained with,2140
obtained using,2140
to obtain,2141
strive to obtain,2141
used to obtain,2141
was based on,2142
Based on,2142
based on,2142
based in,2142
is based on,2142
also based on,2142
will be based on,2142
are made based on,2142
suggested by widening,2143
start widening,2143
potential role in,2144
potential role in facilitating,2144
